row_id,team1_name,team2_name,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value,Explanation 4 Strength,Explanation 4 Feature,Explanation 4 Value,Explanation 5 Strength,Explanation 5 Feature,Explanation 5 Value,Explanation 6 Strength,Explanation 6 Feature,Explanation 6 Value,Explanation 7 Strength,Explanation 7 Feature,Explanation 7 Value,Explanation 8 Strength,Explanation 8 Feature,Explanation 8 Value,Explanation 9 Strength,Explanation 9 Feature,Explanation 9 Value,Explanation 10 Strength,Explanation 10 Feature,Explanation 10 Value
48,Akron,Seton Hall,0.3425562083721161,0,--,team2[team_margin] (6 weeks avg),'3.75',++,team1[team_margin] (6 weeks avg),'6.272727',--,team2[team_conf] (6 weeks latest),'Big East',++,team2[three_point_pct] (6 weeks avg),'36.88333',++,team1[win] (6 weeks avg),'0.7272727',--,team2[opponent_score] (6 weeks median),'63.5',--,team2[blocks] (6 weeks avg),'5.25',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',-,team2[opponent_AP_rank] (6 weeks avg),'21.0',+,team1[turnovers] (6 weeks avg),'11.5'
49,Akron,Saint Mary's,0.28430452942848206,0,---,team2[team_AP_rank] (6 weeks avg),'20.85714',--,team2[team_margin] (6 weeks avg),'5.818182',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team1_location,'N',--,team2[free_throw_pct] (6 weeks avg),'83.36364',--,team2[opponent_score] (6 weeks median),'64.0',++,team1[turnovers] (6 weeks avg),'11.5',++,team1[win] (6 weeks avg),'0.7272727',-,team1[opponent_id] (6 weeks skewness),'-0.8297876000000001'
50,Akron,Saint Peter's,0.3990306854248047,0,--,team2[team_margin] (6 weeks avg),'8.153846000000001',++,team1[team_margin] (6 weeks avg),'6.272727',++,team2[team_conf] (6 weeks latest),'MAAC',--,team2[opponent_score] (6 weeks min),'36.0',--,team2[opponent_score] (6 weeks median),'58.0',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team2[blocks] (6 weeks avg),'6.461538',--,team1[opponent_score] (6 weeks kurtosis),'1.436333',+,team1[win] (6 weeks avg),'0.7272727',-,team1[opponent_score] (6 weeks min),'55.0'
51,Akron,Texas A&M-CC,0.6686761379241943,1,+++,team2[team_conf] (6 weeks latest),'Southland',+++,team1[team_margin] (6 weeks avg),'6.272727',++,team1[win] (6 weeks avg),'0.7272727',++,team2[three_point_pct] (6 weeks avg),'32.90833',++,team2[defensive_rebounds] (6 weeks avg),'27.08333',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',--,team2[offensive_rebounds] (6 weeks avg),'14.0',++,team2[opponent_score] (6 weeks median),'73.0',--,team2[team_margin] (6 weeks avg),'1.833333',++,team2[free_throw_pct] (6 weeks min),'57.9'
52,Akron,TCU,0.3602867126464844,0,---,team2[team_conf] (6 weeks latest),'Big 12',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1_location,'N',--,team1[team_conf] (6 weeks latest),'MAC',--,team2[opponent_AP_rank] (6 weeks avg),'10.625',++,team1[win] (6 weeks avg),'0.7272727',++,team2[three_point_pct] (6 weeks avg),'30.942859999999996',-,team1[team_score] (6 weeks max),'91.0',+,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',+,team2[team_margin] (6 weeks avg),'-2.071429'
53,Akron,Tennessee,0.1106373518705368,0,--,team2[team_margin] (6 weeks avg),'9.615385',--,team2[team_conf] (6 weeks latest),'SEC',--,team2[team_AP_rank] (6 weeks avg),'15.46154',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1[team_conf] (6 weeks latest),'MAC',--,team1_location,'N',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team1[assists] (6 weeks avg),'11.14286',++,team2[three_point_pct] (6 weeks avg),'41.776920000000004',-,team2[win] (6 weeks avg),'0.9230769'
54,Akron,Texas,0.21557305753231049,0,---,team2[team_conf] (6 weeks latest),'Big 12',--,team2[team_AP_rank] (6 weeks avg),'20.90909',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1_location,'N',--,team2[opponent_score] (6 weeks kurtosis),'1.3031540000000001',--,team1[team_conf] (6 weeks latest),'MAC',--,team2[free_throw_pct] (6 weeks min),'50.0',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',+,team1[win] (6 weeks avg),'0.7272727',-,team2[defensive_rebounds] (6 weeks avg),'21.90909'
55,Akron,Texas Tech,0.15681076049804688,0,---,team2[team_conf] (6 weeks latest),'Big 12',--,team2[team_AP_rank] (6 weeks avg),'11.69231',++,team1[team_margin] (6 weeks avg),'6.272727',--,team2[team_margin] (6 weeks avg),'6.307691999999999',--,team1_location,'N',--,team1[team_conf] (6 weeks latest),'MAC',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team2[opponent_score] (6 weeks median),'64.0',++,team1[win] (6 weeks avg),'0.7272727',--,team2[free_throw_pct] (6 weeks avg),'71.82308'
56,Akron,Texas Southern,0.6495569944381714,1,+++,team2[team_conf] (6 weeks latest),'SWAC',--,team2[team_margin] (6 weeks avg),'7.4166669999999995',++,team1[team_margin] (6 weeks avg),'6.272727',++,team1[team_conf] (6 weeks latest),'MAC',--,team1[three_point_pct] (6 weeks avg),'38.04286',++,team2[defensive_rebounds] (6 weeks avg),'28.33333',++,team1[win] (6 weeks avg),'0.7272727',--,team2[opponent_score] (6 weeks median),'64.0',-,team2[blocks] (6 weeks avg),'5.9166669999999995',-,team1[opponent_score] (6 weeks min),'55.0'
57,Akron,UAB,0.32434624433517456,0,---,team2[team_margin] (6 weeks avg),'10.41667',++,team1[team_margin] (6 weeks avg),'6.272727',++,team2[team_conf] (6 weeks latest),'C-USA',--,team2[team_score] (6 weeks avg),'80.91667',--,team2[free_throw_pct] (6 weeks avg),'75.05',--,team1[three_point_pct] (6 weeks avg),'38.04286',++,team2[three_point_pct] (6 weeks avg),'39.025',--,team2[field_goals_made] (6 weeks avg),'28.75',+,team1[win] (6 weeks avg),'0.7272727',+,team1_location,'N'
58,Akron,UCLA,0.23202449083328247,0,--,team2[team_margin] (6 weeks avg),'8.357142999999999',++,team1[team_margin] (6 weeks avg),'6.272727',--,team2[team_AP_rank] (6 weeks avg),'11.78571',++,team2[team_conf] (6 weeks latest),'Pac 12',++,team2[three_point_pct] (6 weeks avg),'35.06429',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',++,team1[team_conf] (6 weeks latest),'MAC',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team2[offensive_rebounds] (6 weeks avg),'12.0',-,team2[opponent_id] (6 weeks skewness),'3.149035'
59,Akron,USC,0.46509644389152527,0,---,team2[team_AP_rank] (6 weeks avg),'18.25',+++,team1[team_margin] (6 weeks avg),'6.272727',++,team2[team_conf] (6 weeks latest),'Pac 12',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',++,team1[win] (6 weeks avg),'0.7272727',++,team1[team_conf] (6 weeks latest),'MAC',++,team2[three_point_pct] (6 weeks avg),'36.53333',--,team1[assists] (6 weeks avg),'11.14286',+,team2[team_margin] (6 weeks avg),'-1.0',-,team1_location,'N'
60,Akron,Vermont,0.2869511842727661,0,---,team2[team_margin] (6 weeks avg),'20.28571',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team2[opponent_score] (6 weeks median),'59.0',++,team2[defensive_rebounds] (6 weeks avg),'28.64286',++,team1[turnovers] (6 weeks avg),'11.5',--,team2[opponent_score] (6 weeks min),'42.0',--,team2[assists] (6 weeks avg),'16.14286',--,team2[team_score] (6 weeks max),'98.0',--,team2[field_goals_made] (6 weeks avg),'28.92857'
61,Akron,Villanova,0.19825081527233124,0,---,team2[team_AP_rank] (6 weeks avg),'10.66667',++,team1[team_margin] (6 weeks avg),'6.272727',--,team2[team_margin] (6 weeks avg),'4.5833330000000005',--,team2[team_conf] (6 weeks latest),'Big East',--,team1_location,'N',--,team1[three_point_pct] (6 weeks avg),'38.04286',--,team2[opponent_AP_rank] (6 weeks avg),'16.5',++,team1[win] (6 weeks avg),'0.7272727',--,team1[assists] (6 weeks avg),'11.14286',-,team2[free_throw_pct] (6 weeks avg),'82.01666999999999'
62,Akron,Virginia Tech,0.17231200635433197,0,---,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'9.214286',++,team1[team_margin] (6 weeks avg),'6.272727',--,team1[team_conf] (6 weeks latest),'MAC',--,team1_location,'N',++,team2[three_point_pct] (6 weeks avg),'36.72857',--,team2[free_throw_pct] (6 weeks avg),'73.93571',--,team2[win] (6 weeks avg),'0.8571429',+,team1[win] (6 weeks avg),'0.7272727',-,team1[three_point_pct] (6 weeks avg),'38.04286'
63,Akron,Wisconsin,0.22926609218120575,0,---,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_AP_rank] (6 weeks avg),'12.54545',++,team1[team_margin] (6 weeks avg),'6.272727',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',--,team1[team_conf] (6 weeks latest),'MAC',--,team1_location,'N',--,team1[opponent_score] (6 weeks kurtosis),'1.436333',+,team1[win] (6 weeks avg),'0.7272727',-,team2[team_margin] (6 weeks avg),'0.9090908999999999',-,team1[assists] (6 weeks avg),'11.14286'
64,Akron,Wright State,0.4480321407318115,0,---,team2[team_margin] (6 weeks avg),'8.5',++,team2[team_conf] (6 weeks latest),'Horizon',++,team1[team_margin] (6 weeks avg),'6.272727',++,team2[three_point_pct] (6 weeks avg),'37.01667',++,team1[win] (6 weeks avg),'0.7272727',++,team2[free_throw_pct] (6 weeks min),'63.2',--,team2[opponent_score] (6 weeks median),'65.5',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',-,team2[team_score] (6 weeks avg),'75.75',-,team2[defensive_rebounds] (6 weeks avg),'23.08333'
65,Akron,Wyoming,0.48219403624534607,0,---,team2[team_AP_rank] (6 weeks avg),'22.0',++,team1[team_margin] (6 weeks avg),'6.272727',++,team1[free_throw_pct] (6 weeks avg),'71.83570999999999',++,team1[win] (6 weeks avg),'0.7272727',--,team1[team_conf] (6 weeks latest),'MAC',++,team2[three_point_pct] (6 weeks avg),'31.078570000000003',--,team2[team_margin] (6 weeks avg),'0.6923077',++,team1[turnovers] (6 weeks avg),'11.5',++,team2[team_conf] (6 weeks latest),'MWC',++,team2[defensive_rebounds] (6 weeks avg),'27.57143'
66,Akron,Yale,0.5250309705734253,1,+++,team1[team_margin] (6 weeks avg),'6.272727',--,team2[team_margin] (6 weeks avg),'4.818182',++,team2[team_conf] (6 weeks latest),'Ivy',--,team2[opponent_score] (6 weeks median),'64.0',--,team1[three_point_pct] (6 weeks avg),'38.04286',++,team1[win] (6 weeks avg),'0.7272727',++,team2[defensive_rebounds] (6 weeks avg),'26.909090000000003',++,team2[three_point_pct] (6 weeks avg),'31.95455',--,team2[free_throw_pct] (6 weeks avg),'74.65455',+,team2[free_throw_pct] (6 weeks min),'50.0'
67,Alabama,Arizona,0.13227108120918274,0,---,team2[team_AP_rank] (6 weeks avg),'3.2',--,team2[team_margin] (6 weeks avg),'11.33333',--,team2[team_conf] (6 weeks latest),'Pac 12',++,team1_location,'N',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[free_throw_pct] (6 weeks avg),'74.02',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_score] (6 weeks avg),'82.73333000000001'
68,Alabama,Arkansas,0.2259865552186966,0,--,team2[team_margin] (6 weeks avg),'5.5833330000000005',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[team_conf] (6 weeks latest),'SEC',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_AP_rank] (6 weeks avg),'17.5',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team1[three_point_pct] (6 weeks avg),'31.16364',-,team2[opponent_score] (6 weeks min),'48.0',-,team2[team_score] (6 weeks avg),'74.5',-,team1[turnovers] (6 weeks avg),'16.181820000000002'
69,Alabama,Auburn,0.15470628440380096,0,---,team2[team_AP_rank] (6 weeks avg),'2.545455',--,team2[team_conf] (6 weeks latest),'SEC',--,team2[team_margin] (6 weeks avg),'6.727272999999999',++,team1[team_conf] (6 weeks latest),'SEC',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[team_AP_rank] (6 weeks avg),'24.66667',-,team1[three_point_pct] (6 weeks avg),'31.16364',-,team2[team_score] (6 weeks avg),'76.81818',-,team2[opponent_id] (6 weeks skewness),'1.601626',-,team2[opponent_score] (6 weeks median),'68.0'
70,Alabama,Baylor,0.1863894909620285,0,++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_AP_rank] (6 weeks avg),'7.181817999999999',--,team2[team_conf] (6 weeks latest),'Big 12',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[team_margin] (6 weeks avg),'3.0',--,team1[three_point_pct] (6 weeks avg),'31.16364',-,team1_location,'N',-,team2[team_score] (6 weeks avg),'72.36364',-,team2[win] (6 weeks avg),'0.7272727'
71,Alabama,Boise State,0.42454373836517334,0,++,team1[team_conf] (6 weeks latest),'SEC',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[team_margin] (6 weeks avg),'4.75',--,team2[free_throw_pct] (6 weeks avg),'74.33077',--,team1[opponent_score] (6 weeks min),'66.0',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999',--,team1[team_margin] (6 weeks avg),'-2.090909',--,team2[opponent_score] (6 weeks median),'65.0',-,team1[steals] (6 weeks avg),'6.272727'
72,Alabama,Bryant,0.516657292842865,1,+++,team1[team_conf] (6 weeks latest),'SEC',++,team2[team_conf] (6 weeks latest),'NEC',--,team2[team_margin] (6 weeks avg),'8.777778',++,team1_location,'N',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[free_throw_pct] (6 weeks avg),'76.37273',++,team2[defensive_rebounds] (6 weeks avg),'29.363640000000004',-,team2[team_score] (6 weeks avg),'81.36364',+,team1[team_score] (6 weeks avg),'77.27273000000001'
73,Alabama,Chattanooga,0.5858278274536133,1,+++,team1[team_conf] (6 weeks latest),'SEC',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team2[team_conf] (6 weeks latest),'Southern',--,team2[team_margin] (6 weeks avg),'5.5833330000000005',--,team1[opponent_score] (6 weeks min),'66.0',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team2[free_throw_pct] (6 weeks avg),'74.43333',++,team2[blocks] (6 weeks avg),'1.583333',--,team2[turnovers] (6 weeks avg),'11.16667',-,team1[team_margin] (6 weeks avg),'-2.090909'
74,Alabama,Colgate,0.398420125246048,0,+++,team1[team_conf] (6 weeks latest),'SEC',---,team2[team_margin] (6 weeks avg),'15.21429',++,team2[team_conf] (6 weeks latest),'Patriot',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[free_throw_pct] (6 weeks avg),'67.84',--,team2[assists] (6 weeks avg),'18.133329999999997',--,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999',--,team2[opponent_score] (6 weeks median),'61.5'
75,Alabama,Colorado State,0.308806449174881,0,--,team2[team_AP_rank] (6 weeks avg),'23.0',++,team1[team_conf] (6 weeks latest),'SEC',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[free_throw_pct] (6 weeks avg),'76.68182',--,team2[team_margin] (6 weeks avg),'2.833333',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[free_throw_pct] (6 weeks avg),'74.71667',--,team1[turnovers] (6 weeks avg),'16.181820000000002',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[team_margin] (6 weeks avg),'-2.090909'
76,Alabama,UConn,0.2598462998867035,0,--,team2[team_AP_rank] (6 weeks avg),'20.92308',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_margin] (6 weeks avg),'2.230769',--,team2[team_conf] (6 weeks latest),'AAC',--,team2[opponent_score] (6 weeks median),'65.0',--,team1[turnovers] (6 weeks avg),'16.181820000000002',++,team1[free_throw_pct] (6 weeks avg),'76.68182',-,team1[team_margin] (6 weeks avg),'-2.090909'
77,Alabama,Creighton,0.3546259105205536,0,++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_conf] (6 weeks latest),'Big East',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[free_throw_pct] (6 weeks avg),'74.02857',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team2[team_margin] (6 weeks avg),'2.571429',--,team1[turnovers] (6 weeks avg),'16.181820000000002',--,team2[opponent_score] (6 weeks median),'64.0',-,team2[opponent_AP_rank] (6 weeks avg),'13.0',-,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999'
78,Alabama,CSU Fullerton,0.5119368433952332,1,+++,team1[team_conf] (6 weeks latest),'SEC',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team2[team_conf] (6 weeks latest),'Big West',--,team2[team_margin] (6 weeks avg),'3.307692',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[opponent_score] (6 weeks median),'64.0',++,team2[blocks] (6 weeks avg),'1.7692310000000002',--,team1[turnovers] (6 weeks avg),'16.181820000000002',--,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999'
79,Alabama,Davidson,0.3168264627456665,0,--,team2[team_margin] (6 weeks avg),'9.384615',--,team1[opponent_score] (6 weeks min),'66.0',++,team1_location,'N',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team2[free_throw_pct] (6 weeks avg),'73.16923',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[team_conf] (6 weeks latest),'A-10',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[turnovers] (6 weeks avg),'8.769231',--,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999'
80,Alabama,Delaware,0.5256669521331787,1,+++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team1[team_conf] (6 weeks latest),'SEC',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[team_margin] (6 weeks avg),'2.5',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999',++,team2[team_conf] (6 weeks latest),'CAA',--,team1[turnovers] (6 weeks avg),'16.181820000000002',--,team1[team_margin] (6 weeks avg),'-2.090909',++,team1[free_throw_pct] (6 weeks avg),'76.68182'
81,Alabama,Duke,0.15089906752109528,0,--,team2[team_AP_rank] (6 weeks avg),'7.142857000000001',--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'9.0',++,team1[team_conf] (6 weeks latest),'SEC',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team1[three_point_pct] (6 weeks avg),'31.16364',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[free_throw_pct] (6 weeks avg),'74.25714',--,team2[opponent_score] (6 weeks min),'43.0',--,team2[opponent_id] (6 weeks skewness),'3.258025'
82,Alabama,Georgia State,0.4612824618816376,0,+++,team1[team_conf] (6 weeks latest),'SEC',++,team2[team_conf] (6 weeks latest),'Sunbelt',--,team2[team_margin] (6 weeks avg),'7.636364',--,team2[free_throw_pct] (6 weeks avg),'75.09091',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[opponent_score] (6 weeks median),'62.0',+,team1[team_AP_rank] (6 weeks avg),'24.66667',-,team1[turnovers] (6 weeks avg),'16.181820000000002',-,team2[offensive_rebounds] (6 weeks avg),'13.090910000000001',-,team1[team_margin] (6 weeks avg),'-2.090909'
83,Alabama,Gonzaga,0.2157139629125595,0,--,team2[team_margin] (6 weeks avg),'17.8',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_AP_rank] (6 weeks avg),'1.4',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team1[opponent_score] (6 weeks min),'66.0',++,team2[defensive_rebounds] (6 weeks avg),'32.6',--,team2[free_throw_pct] (6 weeks avg),'78.95',--,team2[team_conf] (6 weeks latest),'WCC',--,team2[field_goals_made] (6 weeks avg),'31.4',++,team1[opponent_id] (6 weeks skewness),'2.739941'
84,Alabama,Houston,0.19724558293819427,0,--,team2[team_AP_rank] (6 weeks avg),'12.57143',--,team2[team_margin] (6 weeks avg),'11.57143',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team1[team_conf] (6 weeks latest),'SEC',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[team_conf] (6 weeks latest),'AAC',--,team2[opponent_score] (6 weeks median),'61.5',++,team1[free_throw_pct] (6 weeks avg),'76.68182',--,team1[three_point_pct] (6 weeks avg),'31.16364',++,team1[opponent_id] (6 weeks skewness),'2.739941'
85,Alabama,Illinois,0.29203832149505615,0,++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1[opponent_score] (6 weeks min),'66.0',--,team2[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_margin] (6 weeks avg),'2.272727',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team1[free_throw_pct] (6 weeks avg),'76.68182',--,team1[three_point_pct] (6 weeks avg),'31.16364',-,team2[team_score] (6 weeks avg),'73.27273000000001',-,team1[opponent_score] (6 weeks kurtosis),'-0.5926260999999999'
86,Alabama,Indiana,0.5588922500610352,1,+++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'24.66667',++,team2[team_margin] (6 weeks avg),'-3.5',--,team1[opponent_score] (6 weeks min),'66.0',--,team1_location,'N',++,team1[free_throw_pct] (6 weeks avg),'76.68182',--,team1[three_point_pct] (6 weeks avg),'31.16364',++,team1[team_score] (6 weeks avg),'77.27273000000001',-,team1[opponent_id] (6 weeks skewness),'2.739941'
87,Alabama,Iowa,0.17148332297801971,0,--,team2[team_margin] (6 weeks avg),'12.4',++,team1[team_conf] (6 weeks latest),'SEC',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_AP_rank] (6 weeks avg),'24.22222',--,team1[opponent_score] (6 weeks min),'66.0',++,team1[team_AP_rank] (6 weeks avg),'24.66667',--,team2[team_score] (6 weeks avg),'85.33333',--,team1[three_point_pct] (6 weeks avg),'31.16364',++,team2[three_point_pct] (6 weeks avg),'40.24',+,team2[free_throw_pct] (6 weeks min),'44.4'
